x-axis,1
second,Volt
-25.00000E-03,-5.49890069E+00
-24.97500E-03,-5.49952884E+00
-24.95000E-03,-5.49890069E+00
-24.92500E-03,-5.49873738E+00
-24.90000E-03,-5.49867456E+00
-24.87500E-03,-5.49934039E+00
-24.85000E-03,-5.49858662E+00
-24.82500E-03,-5.49760673E+00
-24.80000E-03,-5.49836049E+00
-24.77500E-03,-5.49844843E+00
-24.75000E-03,-5.49940321E+00
-24.72500E-03,-5.49906401E+00
-24.70000E-03,-5.49885044E+00
-24.67500E-03,-5.49952884E+00
-24.65000E-03,-5.49810924E+00
-24.62500E-03,-5.49814693E+00
-24.60000E-03,-5.49854894E+00
-24.57500E-03,-5.50020723E+00
-24.55000E-03,-5.49897607E+00
-24.52500E-03,-5.49981778E+00
-24.50000E-03,-5.49795848E+00
-24.47500E-03,-5.49890069E+00
-24.45000E-03,-5.49871225E+00
-24.42500E-03,-5.49985547E+00
-24.40000E-03,-5.49774492E+00
-24.37500E-03,-5.49921476E+00
-24.35000E-03,-5.49842331E+00
-24.32500E-03,-5.50006904E+00
-24.30000E-03,-5.49922733E+00
-24.27500E-03,-5.49890069E+00
-24.25000E-03,-5.49789567E+00
-24.22500E-03,-5.49947858E+00
-24.20000E-03,-5.49913939E+00
-24.17500E-03,-5.49881276E+00
-24.15000E-03,-5.49921477E+00
-24.12500E-03,-5.49877507E+00
-24.10000E-03,-5.49890069E+00
-24.07500E-03,-5.49861175E+00
-24.05000E-03,-5.49974241E+00
-24.02500E-03,-5.49984291E+00
-24.00000E-03,-5.49921477E+00
-23.97500E-03,-5.49907657E+00
-23.95000E-03,-5.49876251E+00
-23.92500E-03,-5.49905145E+00
-23.90000E-03,-5.49890069E+00
-23.87500E-03,-5.49908914E+00
-23.85000E-03,-5.49984291E+00
-23.82500E-03,-5.49969215E+00
-23.80000E-03,-5.49910170E+00
-23.77500E-03,-5.49878763E+00
-23.75000E-03,-5.49921476E+00
-23.72500E-03,-5.49911426E+00
-23.70000E-03,-5.49942833E+00
-23.67500E-03,-5.49920220E+00
-23.65000E-03,-5.49881276E+00
-23.62500E-03,-5.49890069E+00
-23.60000E-03,-5.49854893E+00
-23.57500E-03,-5.49803386E+00
-23.55000E-03,-5.49947858E+00
-23.52500E-03,-5.49921477E+00
-23.50000E-03,-5.49883788E+00
-23.47500E-03,-5.49960421E+00
-23.45000E-03,-5.49921477E+00
-23.42500E-03,-5.49868712E+00
-23.40000E-03,-5.49921477E+00
-23.37500E-03,-5.49871225E+00
-23.35000E-03,-5.49827255E+00
-23.32500E-03,-5.49853638E+00
-23.30000E-03,-5.49827255E+00
-23.27500E-03,-5.49798361E+00
-23.25000E-03,-5.49883788E+00
-23.22500E-03,-5.49824743E+00
-23.20000E-03,-5.49825999E+00
-23.17500E-03,-5.49922732E+00
-23.15000E-03,-5.49880019E+00
-23.12500E-03,-5.49890070E+00
-23.10000E-03,-5.49974241E+00
-23.07500E-03,-5.49815949E+00
-23.05000E-03,-5.49921477E+00
-23.02500E-03,-5.49818462E+00
-23.00000E-03,-5.49820975E+00
-22.97500E-03,-5.49827255E+00
-22.95000E-03,-5.49779516E+00
-22.92500E-03,-5.49917708E+00
-22.90000E-03,-5.49868712E+00
-22.87500E-03,-5.49858662E+00
-22.85000E-03,-5.49898863E+00
-22.82500E-03,-5.49887557E+00
-22.80000E-03,-5.49805898E+00
-22.77500E-03,-5.49913939E+00
-22.75000E-03,-5.49846100E+00
-22.72500E-03,-5.49925245E+00
-22.70000E-03,-5.49836050E+00
-22.67500E-03,-5.49810924E+00
-22.65000E-03,-5.49798361E+00
-22.62500E-03,-5.49808411E+00
-22.60000E-03,-5.49867457E+00
-22.57500E-03,-5.49887558E+00
-22.55000E-03,-5.49931527E+00
-22.52500E-03,-5.49895095E+00
-22.50000E-03,-5.49795848E+00
-22.47500E-03,-5.49932784E+00
-22.45000E-03,-5.49818462E+00
-22.42500E-03,-5.49888813E+00
-22.40000E-03,-5.49898863E+00
-22.37500E-03,-5.49952884E+00
-22.35000E-03,-5.49858662E+00
-22.32500E-03,-5.49775747E+00
-22.30000E-03,-5.49773235E+00
-22.27500E-03,-5.49754392E+00
-22.25000E-03,-5.49864943E+00
-22.22500E-03,-5.49810924E+00
-22.20000E-03,-5.49858662E+00
-22.17500E-03,-5.49851125E+00
-22.15000E-03,-5.49803386E+00
-22.12500E-03,-5.49795848E+00
-22.10000E-03,-5.49872482E+00
-22.07500E-03,-5.49804643E+00
-22.05000E-03,-5.49807156E+00
-22.02500E-03,-5.49886301E+00
-22.00000E-03,-5.49745597E+00
-21.97500E-03,-5.49824744E+00
-21.95000E-03,-5.49797104E+00
-21.92500E-03,-5.49902631E+00
-21.90000E-03,-5.49701627E+00
-21.87500E-03,-5.49890070E+00
-21.85000E-03,-5.49974241E+00
-21.82500E-03,-5.49805898E+00
-21.80000E-03,-5.49857406E+00
-21.77500E-03,-5.49807155E+00
-21.75000E-03,-5.49946602E+00
-21.72500E-03,-5.49858662E+00
-21.70000E-03,-5.49913939E+00
-21.67500E-03,-5.49912683E+00
-21.65000E-03,-5.49876251E+00
-21.62500E-03,-5.49820973E+00
-21.60000E-03,-5.49803386E+00
-21.57500E-03,-5.49839820E+00
-21.55000E-03,-5.49779515E+00
-21.52500E-03,-5.49929014E+00
-21.50000E-03,-5.49877507E+00
-21.47500E-03,-5.49952884E+00
-21.45000E-03,-5.49867457E+00
-21.42500E-03,-5.49921477E+00
-21.40000E-03,-5.49797104E+00
-21.37500E-03,-5.49871225E+00
-21.35000E-03,-5.49898864E+00
-21.32500E-03,-5.49892581E+00
-21.30000E-03,-5.49859918E+00
-21.27500E-03,-5.49822230E+00
-21.25000E-03,-5.49827255E+00
-21.22500E-03,-5.49863687E+00
-21.20000E-03,-5.49838563E+00
-21.17500E-03,-5.49827255E+00
-21.15000E-03,-5.49892583E+00
-21.12500E-03,-5.49858662E+00
-21.10000E-03,-5.49824742E+00
-21.07500E-03,-5.49866200E+00
-21.05000E-03,-5.49787055E+00
-21.02500E-03,-5.49848613E+00
-21.00000E-03,-5.49820973E+00
-20.97500E-03,-5.49685296E+00
-20.95000E-03,-5.49853637E+00
-20.92500E-03,-5.49735547E+00
-20.90000E-03,-5.49771979E+00
-20.87500E-03,-5.49908912E+00
-20.85000E-03,-5.49862431E+00
-20.82500E-03,-5.49921477E+00
-20.80000E-03,-5.49807156E+00
-20.77500E-03,-5.49983035E+00
-20.75000E-03,-5.49864944E+00
