x-axis,2
second,Volt
-8.515625000000e-007,-1.00503e+000
-8.485625000000e-007,-1.00503e+000
-8.455625000000e-007,-9.84925e-001
-8.425625000000e-007,-1.00503e+000
-8.395625000000e-007,-1.02513e+000
-8.365625000000e-007,-1.00503e+000
-8.335625000000e-007,-1.00503e+000
-8.305625000000e-007,-9.84925e-001
-8.275625000000e-007,-1.00503e+000
-8.245625000000e-007,-1.00503e+000
-8.215625000000e-007,-9.64824e-001
-8.185625000000e-007,-1.00503e+000
-8.155625000000e-007,-1.00503e+000
-8.125625000000e-007,-1.00503e+000
-8.095625000000e-007,-9.84925e-001
-8.065625000000e-007,-9.84925e-001
-8.035625000000e-007,-1.00503e+000
-8.005625000000e-007,-9.84925e-001
-7.975625000000e-007,-9.64824e-001
-7.945625000000e-007,-1.00503e+000
-7.915625000000e-007,-1.00503e+000
-7.885625000000e-007,-1.00503e+000
-7.855625000000e-007,-1.00503e+000
-7.825625000000e-007,-9.84925e-001
-7.795625000000e-007,-1.00503e+000
-7.765625000000e-007,-1.02513e+000
-7.735625000000e-007,-9.84925e-001
-7.705625000000e-007,-1.02513e+000
-7.675625000000e-007,-1.00503e+000
-7.645625000000e-007,-1.00503e+000
-7.615625000000e-007,-1.00503e+000
-7.585625000000e-007,-9.84925e-001
-7.555625000000e-007,-1.00503e+000
-7.525625000000e-007,-1.00503e+000
-7.495625000000e-007,-1.00503e+000
-7.465625000000e-007,-1.00503e+000
-7.435625000000e-007,-1.02513e+000
-7.405625000000e-007,-1.00503e+000
-7.375625000000e-007,-1.00503e+000
-7.345625000000e-007,-9.84925e-001
-7.315625000000e-007,-1.00503e+000
-7.285625000000e-007,-1.00503e+000
-7.255625000000e-007,-9.84925e-001
-7.225625000000e-007,-1.00503e+000
-7.195625000000e-007,-1.02513e+000
-7.165625000000e-007,-1.00503e+000
-7.135625000000e-007,-9.84925e-001
-7.105625000000e-007,-9.84925e-001
-7.075625000000e-007,-1.00503e+000
-7.045625000000e-007,-1.00503e+000
-7.015625000000e-007,-9.84925e-001
-6.985625000000e-007,-1.00503e+000
-6.955625000000e-007,-1.02513e+000
-6.925625000000e-007,-1.00503e+000
-6.895625000000e-007,-1.00503e+000
-6.865625000000e-007,-1.00503e+000
-6.835625000000e-007,-1.00503e+000
-6.805625000000e-007,-1.00503e+000
-6.775625000000e-007,-1.00503e+000
-6.745625000000e-007,-1.00503e+000
-6.715625000000e-007,-1.00503e+000
-6.685625000000e-007,-1.00503e+000
-6.655625000000e-007,-9.84925e-001
-6.625625000000e-007,-9.84925e-001
-6.595625000000e-007,-1.00503e+000
-6.565625000000e-007,-1.02513e+000
-6.535625000000e-007,-1.00503e+000
-6.505625000000e-007,-1.00503e+000
-6.475625000000e-007,-1.00503e+000
-6.445625000000e-007,-1.00503e+000
-6.415625000000e-007,-1.00503e+000
-6.385625000000e-007,-9.84925e-001
-6.355625000000e-007,-9.84925e-001
-6.325625000000e-007,-1.02513e+000
-6.295625000000e-007,-9.84925e-001
-6.265625000000e-007,-1.00503e+000
-6.235625000000e-007,-1.02513e+000
-6.205625000000e-007,-1.00503e+000
-6.175625000000e-007,-9.84925e-001
-6.145625000000e-007,-9.84925e-001
-6.115625000000e-007,-1.00503e+000
-6.085625000000e-007,-1.00503e+000
-6.055625000000e-007,-9.84925e-001
-6.025625000000e-007,-1.00503e+000
-5.995625000000e-007,-1.00503e+000
-5.965625000000e-007,-1.00503e+000
-5.935625000000e-007,-9.84925e-001
-5.905625000000e-007,-9.84925e-001
-5.875625000000e-007,-1.00503e+000
-5.845625000000e-007,-1.00503e+000
-5.815625000000e-007,-1.00503e+000
-5.785625000000e-007,-1.00503e+000
-5.755625000000e-007,-1.00503e+000
-5.725625000000e-007,-1.00503e+000
-5.695625000000e-007,-1.00503e+000
-5.665625000000e-007,-9.84925e-001
-5.635625000000e-007,-1.00503e+000
-5.605625000000e-007,-1.00503e+000
-5.575625000000e-007,-9.84925e-001
-5.545625000000e-007,-1.00503e+000
-5.515625000000e-007,-1.02513e+000
-5.485625000000e-007,-9.84925e-001
-5.455625000000e-007,-9.84925e-001
-5.425625000000e-007,-9.84925e-001
-5.395625000000e-007,-1.00503e+000
-5.365625000000e-007,-1.00503e+000
-5.335625000000e-007,-9.84925e-001
-5.305625000000e-007,-1.00503e+000
-5.275625000000e-007,-1.00503e+000
-5.245625000000e-007,-1.00503e+000
-5.215625000000e-007,-9.84925e-001
-5.185625000000e-007,-1.00503e+000
-5.155625000000e-007,-1.00503e+000
-5.125625000000e-007,-1.02513e+000
-5.095625000000e-007,-1.00503e+000
-5.065625000000e-007,-1.00503e+000
-5.035625000000e-007,-1.00503e+000
-5.005625000000e-007,-9.84925e-001
-4.975625000000e-007,-9.84925e-001
-4.945625000000e-007,-1.00503e+000
-4.915625000000e-007,-1.00503e+000
-4.885625000000e-007,-1.00503e+000
