Column1;Column2
196,7344394;0,00172935
196,9382936;0,00178719
197,1421647;0,00212339
197,3460525;0,00211009
197,549957;0,00178584
197,7538784;0,00227672
197,9578165;0,00168606
198,1617713;0,0020445
198,3657429;0,00203922
198,5697313;0,00267909
198,7737364;0,0026121
198,9777582;0,00256445
199,1817968;0,00240114
199,3858521;0,00218254
199,5899242;0,00258828
199,794013;0,00222681
199,9981185;0,00148439
200,2022408;0,00177891
200,4063797;0,00143251
200,6105354;0,00102039
200,8147079;0,0014357
201,018897;0,00148022
201,2231029;0,00180467
201,4273255;0,00109083
201,6315647;0,00243765
201,8358207;0,0022801
202,0400934;0,00183863
202,2443828;0,00211868
202,448689;0,0020174
202,6530118;0,0017835
202,8573512;0,00195112
203,0617074;0,00254228
203,2660803;0,00219176
203,4704699;0,00284189
203,6748761;0,00209911
203,879299;0,00199094
204,0837387;0,00162772
204,2881949;0,00179187
204,4926679;0,0016017
204,6971575;0,00162876
204,9016638;0,00112166
205,1061868;0,00108131
205,3107264;0,00142338
205,5152827;0,0016188
205,7198556;0,00189868
205,9244452;0,00189653
206,1290515;0,00217804
206,3336744;0,00244555
206,5383139;0,00236575
206,7429701;0,00209316
206,9476429;0,00233264
207,1523324;0,00255865
207,3570385;0,00314312
207,5617612;0,00168411
207,7665006;0,00252771
207,9712566;0,002521
208,1760292;0,00204927
208,3808185;0,00196
208,5856243;0,00118817
208,7904468;0,00173672
208,9952859;0,00170355
209,2001416;0,00085678
209,4050139;0,00194131
209,6099029;0,00159944
209,8148084;0,00179889
210,0197305;0,00138951
210,2246693;0,0015783
210,4296246;0,00217169
210,6345965;0,00201033
210,839585;0,00228707
211,0445901;0,00203752
211,2496118;0,00260608
211,4546501;0,00225044
211,6597049;0,00265802
211,8647764;0,00301926
212,0698644;0,0024495
212,2749689;0,00263169
212,4800901;0,00242316
212,6852278;0,00203637
212,8903821;0,00153407
213,0955529;0,00180397
213,3007403;0,00119923
213,5059442;0,0018081
213,7111648;0,00150302
213,9164018;0,00198808
214,1216554;0,00193183
214,3269256;0,00198621
214,5322123;0,00169822
214,7375155;0,00192038
214,9428353;0,00184936
215,1481716;0,00196722
215,3535244;0,00249407
215,5588938;0,00220868
215,7642797;0,00231218
215,9696821;0,00249436
216,1751011;0,00249333
216,3805365;0,00220168
216,5859885;0,00229225
216,791457;0,00205578
216,996942;0,00190628
217,2024435;0,00158259
217,4079615;0,00202864
217,6134961;0,00134746
217,8190471;0,00129129
218,0246146;0,00154321
218,2301986;0,00210017
218,4357991;0,00228671
218,6414161;0,00202216
218,8470496;0,00238716
219,0526996;0,00251235
219,258366;0,00177647
219,464049;0,00265869
219,6697484;0,00176373
219,8754643;0,002693
220,0811966;0,00244477
220,2869455;0,0022687
220,4927107;0,00235702
220,6984925;0,00221648
220,9042907;0,00247651
221,1101054;0,00257611
221,3159365;0,00193905
221,5217841;0,0018039
221,7276481;0,00113681
221,9335286;0,00207327
222,1394255;0,00216122
222,3453389;0,00177164
222,5512687;0,00200704
222,7572149;0,0023303
222,9631776;0,00235476
223,1691567;0,00170748
223,3751522;0,0020718
223,5811642;0,00258982
223,7871926;0,00234928
223,9932374;0,00228416
224,1992986;0,00210891
224,4053763;0,0019426
224,6114703;0,00254276
224,8175808;0,00263495
225,0237077;0,001764
225,2298509;0,00202554
225,4360106;0,00185276
225,6421867;0,00185657
225,8483792;0,00190582
226,054588;0,00104525
226,2608133;0,00168332
226,4670549;0,0012968
226,673313;0,0019297
226,8795874;0,00181422
227,0858782;0,00235746
227,2921854;0,00272144
227,4985089;0,00231392
227,7048489;0,0026371
227,9112052;0,00228941
228,1175778;0,00244251
228,3239668;0,00226039
228,5303722;0,00203621
228,736794;0,00224239
228,9432321;0,0027153
229,1496866;0,00271298
229,3561574;0,00121585
229,5626445;0,0020932
229,7691481;0,00142811
229,9756679;0,00165338
230,1822041;0,00163979
230,3887566;0,00179932
230,5953255;0,00145674
230,8019107;0,00184564
231,0085123;0,00172082
231,2151301;0,00208396
231,4217643;0,00255746
231,6284148;0,00221608
231,8350816;0,0026213
232,0417648;0,0031324
232,2484643;0,00185258
232,45518;0,00258303
232,6619121;0,00214338
232,8686605;0,00248168
233,0754252;0,00225219
233,2822062;0,00146486
233,4890035;0,00172985
233,6958171;0,0017852
233,902647;0,00133037
234,1094931;0,00184931
234,3163556;0,0014546
234,5232343;0,00174996
234,7301294;0,00217467
234,9370407;0,00245424
235,1439683;0,00256966
235,3509121;0,00233757
235,5578723;0,00254962
235,7648487;0,00308487
235,9718413;0,00269276
236,1788503;0,00224938
236,3858755;0,00302801
236,5929169;0,00186346
236,7999746;0,00273216
237,0070486;0,00255291
237,2141388;0,00187769
237,4212453;0,00204456
237,628368;0,00164906
237,8355069;0,00170404
238,0426621;0,00146454
238,2498335;0,00201218
238,4570212;0,00181053
238,6642251;0,00145192
238,8714452;0,00234436
239,0786816;0,00180602
239,2859342;0,00191401
239,4932029;0,0023906
239,700488;0,00277338
239,9077892;0,00266234
240,1151066;0,00299427
240,3224403;0,00256113
240,5297902;0,00291458
240,7371562;0,00300983
240,9445385;0,00167726
241,151937;0,00245793
241,3593517;0,0016123
241,5667825;0,00229881
241,7742296;0,00138961
241,9816928;0,00159935
242,1891723;0,0019376
242,3966679;0,00148381
242,6041797;0,00186279
242,8117077;0,00176794
243,0192518;0,00208374
243,2268122;0,00186131
243,4343887;0,00247152
243,6419813;0,00192458
243,8495902;0,00243866
244,0572152;0,00261512
244,2648563;0,00277721
244,4725136;0,00355857
244,6801871;0,0019658
244,8878767;0,00281151
245,0955825;0,00235981
245,3033044;0,00202445
245,5110425;0,00196494
245,7187967;0,00210738
245,9265671;0,00194377
246,1343535;0,00159802
246,3421562;0,001608
246,5499749;0,00142504
246,7578098;0,00215657
246,9656608;0,002332
247,1735279;0,00236717
247,3814112;0,0022761
247,5893105;0,00246536
247,797226;0,00220229
248,0051576;0,00235994
248,2131053;0,00228646
248,4210691;0,00262753
248,629049;0,00240092
248,837045;0,0024795
249,0450571;0,00227705
249,2530854;0,00237172
249,4611297;0,00184539
249,6691901;0,0017824
249,8772665;0,00179196
250,0853591;0,00185745
250,2934678;0,00154621
250,5015925;0,00147981
250,7097333;0,00159908
250,9178902;0,00145914
251,1260632;0,00209928
251,3342522;0,00255098
251,5424573;0,00217079
251,7506785;0,00233225
251,9589157;0,00239684
252,167169;0,00246708
252,3754383;0,00228079
252,5837237;0,00305765
252,7920252;0,00336024
253,0003427;0,00302839
253,2086762;0,00268619
253,4170258;0,00209311
253,6253914;0,00186972
253,8337731;0,00156144
254,0421708;0,0016584
254,2505845;0,00193975
254,4590143;0,00191439
254,6674601;0,00153018
254,8759219;0,00241928
255,0843997;0,00174135
255,2928936;0,00249463
255,5014035;0,00265506
255,7099294;0,00252564
255,9184713;0,00275491
256,1270292;0,00221744
256,3356031;0,00311834
256,544193;0,00246772
256,7527989;0,00255994
256,9614208;0,00246963
257,1700588;0,00304865
257,3787127;0,00278294
257,5873826;0,00247158
257,7960685;0,00202279
258,0047703;0,00162889
258,2134882;0,0019113
258,422222;0,00270844
258,6309718;0,00166475
258,8397376;0,00216965
259,0485194;0,00163866
259,2573171;0,0021956
259,4661308;0,00187332
259,6749604;0,00236736
259,883806;0,00241188
260,0926676;0,00182649
260,3015452;0,00272926
260,5104386;0,00347786
260,7193481;0,00265838
260,9282735;0,00333572
261,1372148;0,00281281
261,346172;0,00236286
261,5551453;0,0026152
261,7641344;0,00236633
261,9731395;0,00185137
262,1821605;0,00167895
262,3911974;0,00140376
262,6002503;0,00191075
262,8093191;0,00196429
263,0184038;0,00168217
263,2275044;0,00194338
263,436621;0,00229281
263,6457535;0,00180869
263,8549018;0,0024631
264,0640661;0,00295016
264,2732463;0,00214902
264,4824424;0,00256102
264,6916544;0,00281107
264,9008822;0,00233234
265,110126;0,00343481
265,3193857;0,00234701
265,5286613;0,00278287
265,7379527;0,00281801
265,94726;0,00232903
266,1565833;0,00223741
266,3659223;0,00167713
266,5752773;0,00230254
266,7846482;0,00189354
266,9940349;0,00168524
267,2034374;0,00185712
267,4128559;0,00240692
267,6222902;0,00187603
267,8317404;0,00231745
268,0412064;0,00256168
268,2506883;0,00268713
268,460186;0,00266945
268,6696996;0,00271976
268,879229;0,00295025
269,0887743;0,00286101
269,2983354;0,00273408
269,5079124;0,00304302
269,7175051;0,00297667
269,9271138;0,00284442
270,1367382;0,00258478
270,3463785;0,00242188
270,5560346;0,00228355
270,7657065;0,0016501
270,9753943;0,00122173
271,1850979;0,00205124
271,3948172;0,0019291
271,6045524;0,00182794
271,8143034;0,00188541
272,0240702;0,00273037
272,2338529;0,00260657
272,4436513;0,0020932
272,6534655;0,00229871
272,8632955;0,00242935
273,0731413;0,00262184
273,2830029;0,00263309
273,4928803;0,00306453
273,7027735;0,00350854
273,9126824;0,00308876
274,1226072;0,00209377
274,3325477;0,00285796
274,542504;0,00225277
274,752476;0,00202156
274,9624639;0,00188747
275,1724675;0,00263214
275,3824868;0,00195947
275,5925219;0,00272648
275,8025728;0,00224483
276,0126395;0,00189076
276,2227218;0,00187788
276,43282;0,00177773
276,6429339;0,00252289
276,8530635;0,00201355
277,0632089;0,00282489
277,27337;0,00260832
277,4835469;0,00288643
277,6937395;0,0033107
277,9039478;0,00262466
278,1141719;0,00284375
278,3244116;0,0022882
278,5346672;0,00311944
278,7449384;0,00232187
278,9552253;0,00154256
279,165528;0,00232097
279,3758464;0,0024206
279,5861805;0,00188139
279,7965303;0,00193872
280,0068958;0,00195547
280,217277;0,00179407
280,4276739;0,00189885
280,6380865;0,00198243
280,8485148;0,0020266
281,0589588;0,00259557
281,2694185;0,00283337
281,4798939;0,00270045
281,6903849;0,00295057
281,9008917;0,00315781
282,1114141;0,00271804
282,3219522;0,00272363
282,5325059;0,00258758
282,7430754;0,00223314
282,9536605;0,00199245
283,1642613;0,00202204
283,3748777;0,00189732
283,5855098;0,00205829
283,7961576;0,00175134
284,006821;0,00165588
284,2175;0,0019569
284,4281948;0,00245442
284,6389051;0,00210178
284,8496311;0,00190184
285,0603728;0,0016875
285,2711301;0,00229856
285,481903;0,00243964
285,6926916;0,0021362
285,9034958;0,00288571
286,1143156;0,00295133
286,325151;0,0028863
286,5360021;0,00313539
286,7468688;0,00199705
286,9577511;0,00235191
287,168649;0,0025269
287,3795626;0,00193017
287,5904917;0,00181853
287,8014365;0,00183361
288,0123968;0,00169072
288,2233728;0,0021101
288,4343644;0,00223101
288,6453715;0,00212454
288,8563943;0,00235855
289,0674326;0,00204255
289,2784866;0,00223168
289,4895561;0,00255201
289,7006412;0,00275666
289,9117419;0,00234968
290,1228582;0,00270958
290,33399;0,00295959
290,5451374;0,00325646
290,7563004;0,00299376
290,967479;0,00260202
291,1786731;0,00220248
291,3898827;0,00218981
291,601108;0,00186998
291,8123488;0,002321
292,0236051;0,00175817
292,234877;0,00198468
292,4461645;0,00234739
292,6574675;0,00214255
292,868786;0,00190015
293,0801201;0,00196904
293,2914697;0,00252043
293,5028349;0,00154316
293,7142156;0,0022862
293,9256118;0,00237674
294,1370236;0,00279969
294,3484508;0,0029689
294,5598936;0,00272207
294,771352;0,00320616
294,9828258;0,00232444
295,1943151;0,00280799
295,40582;0,00227068
295,6173404;0,00213169
295,8288762;0,00190793
296,0404276;0,00169338
296,2519945;0,00190381
296,4635769;0,00165079
296,6751748;0,00174848
296,8867881;0,00264472
297,098417;0,00203804
297,3100613;0,00190043
297,5217212;0,00219939
297,7333965;0,00241317
297,9450873;0,00198535
298,1567936;0,00267816
298,3685153;0,00247568
298,5802525;0,00284274
298,7920052;0,00290643
299,0037734;0,00301571
299,215557;0,00306114
299,4273561;0,00266908
299,6391706;0,00266983
299,8510006;0,00209486
300,0628461;0,00221929
300,274707;0,00127167
300,4865833;0,00169336
300,6984751;0,00213892
300,9103824;0,00164929
301,122305;0,00181391
301,3342432;0,00225695
301,5461967;0,00208064
301,7581657;0,00199006
301,9701501;0,00187333
302,18215;0,002185
302,3941652;0,00249277
302,6061959;0,00297262
302,818242;0,0033539
303,0303035;0,00318394
303,2423805;0,00284228
303,4544728;0,00285617
303,6665806;0,00243557
303,8787037;0,00214851
304,0908423;0,00213738
304,3029962;0,00244721
304,5151656;0,00206901
304,7273504;0,00262303
304,9395505;0,002217
305,151766;0,00255404
305,363997;0,00230233
305,5762433;0,00194824
305,788505;0,00213094
306,000782;0,00220891
306,2130745;0,00233715
306,4253823;0,00267415
306,6377055;0,00278814
306,850044;0,00309574
307,062398;0,00329128
307,2747673;0,00340587
307,4871519;0,0026672
307,6995519;0,00306979
307,9119673;0,00281324
308,124398;0,00237733
308,336844;0,00173726
308,5493055;0,00146318
308,7617822;0,00189836
308,9742743;0,00210059
309,1867817;0,00228437
309,3993045;0,00183481
309,6118426;0,00205066
309,8243961;0,0020778
310,0369648;0,00211607
310,2495489;0,00203488
310,4621483;0,00250585
310,6747631;0,00255491
310,8873931;0,002899
311,1000385;0,00323055
311,3126992;0,00337255
311,5253752;0,00312717
311,7380665;0,00329331
311,9507731;0,00310766
312,163495;0,00280372
312,3762322;0,00249662
312,5889847;0,00197577
312,8017525;0,00182466
313,0145356;0,0016814
313,2273339;0,00202355
313,4401476;0,00227078
313,6529765;0,00169385
313,8658208;0,00222481
314,0786803;0,00187522
314,291555;0,00248482
314,5044451;0,00228963
314,7173504;0,00216121
314,930271;0,0023744
315,1432069;0,00313885
315,356158;0,00368983
315,5691243;0,00285191
315,782106;0,00334328
315,9951029;0,00306825
316,208115;0,00281529
316,4211424;0,00242381
316,634185;0,00225795
316,8472429;0,00215893
317,060316;0,00196875
317,2734044;0,00179154
317,486508;0,00171107
317,6996268;0,00178326
317,9127608;0,00194094
318,1259101;0,002421
318,3390746;0,00225511
318,5522544;0,00241946
318,7654493;0,00229833
318,9786595;0,00282354
319,1918848;0,00277582
319,4051254;0,00346924
319,6183812;0,00268795
319,8316522;0,00280014
320,0449385;0,00275594
320,2582399;0,00298989
320,4715565;0,00330228
320,6848883;0,00227283
320,8982353;0,00249712
321,1115975;0,00187353
321,3249748;0,00182139
321,5383674;0,00200533
321,7517751;0,00220395
321,9651981;0,00160822
322,1786362;0,00206328
322,3920894;0,00165726
322,6055579;0,00249349
322,8190415;0,00243625
323,0325403;0,00242268
323,2460542;0,00241967
323,4595833;0,00300832
323,6731276;0,00295851
323,886687;0,00299024
324,1002616;0,00354024
324,3138513;0,00335902
324,5274562;0,00328405
324,7410762;0,00296878
324,9547114;0,00280779
325,1683617;0,00247582
325,3820271;0,00192476
325,5957077;0,00123688
325,8094034;0,00185959
326,0231142;0,0019068
326,2368402;0,00190336
326,4505812;0,00182706
326,6643374;0,00172709
326,8781088;0,00204319
327,0918952;0,00235613
327,3056968;0,00163909
327,5195134;0,00261013
327,7333452;0,00348308
327,9471921;0,00295747
328,161054;0,00335064
328,3749311;0,00355442
328,5888233;0,00331501
328,8027306;0,00369846
329,0166529;0,00248337
329,2305904;0,00251642
329,4445429;0,00271455
329,6585105;0,00229465
329,8724932;0,00173784
330,086491;0,00154655
330,3005039;0,00116235
330,5145318;0,00143205
330,7285748;0,00162847
330,9426329;0,00179494
331,156706;0,00233215
331,3707942;0,00287006
331,5848975;0,00243523
331,7990158;0,00297995
332,0131492;0,0027548
332,2272976;0,00345167
332,4414611;0,0036676
332,6556396;0,00340913
332,8698331;0,00296435
333,0840418;0,00364037
333,2982654;0,00246781
333,5125041;0,00273198
333,7267578;0,00244041
333,9410265;0,00231081
334,1553103;0,00178303
334,3696091;0,00147395
334,5839229;0,00121516
334,7982518;0,00127917
335,0125956;0,00198686
335,2269545;0,00199912
335,4413284;0,00240937
335,6557173;0,00301977
335,8701212;0,00243427
336,0845401;0,00339229
336,298974;0,00317727
336,5134229;0,00366118
336,7278868;0,00351387
336,9423657;0,00387619
337,1568596;0,00338718
337,3713685;0,00301515
337,5858923;0,00351682
337,8004312;0,00242174
338,014985;0,00323023
338,2295538;0,00248836
338,4441376;0,00189555
338,6587363;0,00259964
338,8733501;0,00171177
339,0879788;0,00166812
339,3026224;0,00216056
339,517281;0,0021557
339,7319546;0,00256967
339,9466431;0,00286758
340,1613466;0,00309059
340,376065;0,00345645
340,5907984;0,00354678
340,8055468;0,00359432
341,02031;0,00378493
341,2350882;0,00412812
341,4498814;0,00423553
341,6646895;0,00291668
341,8795125;0,00351087
342,0943504;0,00262757
342,3092033;0,00306822
342,5240711;0,00225712
342,7389538;0,00262759
342,9538515;0,00218072
343,168764;0,00167036
343,3836915;0,00142971
343,5986339;0,00273431
343,8135912;0,0022602
344,0285634;0,0025714
344,2435505;0,00318556
344,4585525;0,00351626
344,6735694;0,00285953
344,8886012;0,00383577
345,1036479;0,00392008
345,3187095;0,00338758
345,5337859;0,00361711
345,7488773;0,00403171
345,9639835;0,00297956
346,1791046;0,00307732
346,3942406;0,00355434
346,6093915;0,00262808
346,8245572;0,00267946
347,0397378;0,00224122
347,2549333;0,00212141
347,4701436;0,00210028
347,6853688;0,00182067
347,9006088;0,00271243
348,1158637;0,00348356
348,3311335;0,0030128
348,5464181;0,00362152
348,7617176;0,00382757
348,9770319;0,00362846
349,192361;0,00339742
349,407705;0,00406545
349,6230638;0,00402751
349,8384375;0,00425674
350,053826;0,00350826
350,2692293;0,00434369
350,4846474;0,00368993
350,7000804;0,00329498
350,9155282;0,00279178
351,1309908;0,00282088
351,3464682;0,00207369
351,5619604;0,00193943
351,7774675;0,00251556
351,9929893;0,00295665
352,208526;0,003053
352,4240774;0,00319261
352,6396437;0,00339634
352,8552247;0,00361682
353,0708206;0,0036864
353,2864312;0,00395339
353,5020567;0,00418334
353,7176969;0,00470005
353,9333519;0,00433033
354,1490217;0,00424257
354,3647062;0,00440012
354,5804055;0,00455167
354,7961197;0,00459588
355,0118485;0,00364962
355,2275922;0,00318609
355,4433506;0,0033187
355,6591238;0,0030826
355,8749117;0,00254163
356,0907144;0,00254106
356,3065318;0,00274053
356,522364;0,00311
356,738211;0,00324512
356,9540727;0,00412448
357,1699491;0,00430849
357,3858403;0,00414657
357,6017462;0,00466936
357,8176668;0,00487235
358,0336022;0,0046244
358,2495523;0,00514214
358,4655172;0,00530808
358,6814967;0,00503105
358,897491;0,00477459
359,1135001;0,00470299
359,3295238;0,00400913
359,5455622;0,00427366
359,7616154;0,00375263
359,9776832;0,00403588
360,1937658;0,00357404
360,4098631;0,00361385
360,6259751;0,00398311
360,8421017;0,00343932
361,0582431;0,00455726
361,2743992;0,00442536
361,4905699;0,00431508
361,7067554;0,0046623
361,9229555;0,00461042
362,1391703;0,0049066
362,3553998;0,00534911
362,571644;0,00520263
362,7879028;0,00470967
363,0041763;0,00467086
363,2204645;0,00537995
363,4367674;0,00507386
363,6530849;0,00426135
363,869417;0,00404444
364,0857639;0,00365425
364,3021254;0,00388174
364,5185015;0,0036451
364,7348923;0,00327628
364,9512978;0,0041653
365,1677179;0,00414822
365,3841526;0,00508926
365,600602;0,00491651
365,817066;0,00484494
366,0335446;0,00542871
366,2500379;0,0053539
366,4665458;0,0054505
366,6830683;0,00545318
366,8996055;0,00520811
367,1161573;0,00578402
367,3327237;0,00565077
367,5493047;0,00517848
367,7659003;0,00490076
367,9825105;0,00446218
368,1991354;0,00468445
368,4157748;0,00403344
368,6324289;0,00399738
368,8490976;0,00342482
369,0657808;0,00344554
369,2824787;0,00357287
369,4991911;0,00419654
369,7159181;0,00482275
369,9326598;0,00515963
370,149416;0,00517604
370,3661867;0,00567337
370,5829721;0,00537259
370,799772;0,00544204
371,0165866;0,00621629
371,2334156;0,00606949
371,4502593;0,00637987
371,6671175;0,00682625
371,8839903;0,00633052
372,1008776;0,00614146
372,3177795;0,00576267
372,534696;0,00471287
372,751627;0,00487471
372,9685726;0,00378161
373,1855327;0,00479639
373,4025073;0,00499027
373,6194965;0,00599366
373,8365002;0,00558279
374,0535185;0,00593968
374,2705513;0,00665374
374,4875986;0,00632279
374,7046605;0,0062523
374,9217369;0,0064251
375,1388278;0,00681104
375,3559332;0,00713453
375,5730532;0,00772396
375,7901876;0,00703873
376,0073366;0,0078462
376,2245001;0,00708053
376,4416781;0,00687395
376,6588706;0,00669531
376,8760776;0,00613313
377,0932991;0,00609375
377,3105351;0,00598104
377,5277856;0,00566572
377,7450506;0,00569586
377,96233;0,00620574
378,179624;0,00669607
378,3969324;0,00737809
378,6142553;0,0072187
378,8315927;0,00746783
379,0489446;0,0076153
379,266311;0,00789711
379,4836918;0,00828435
379,7010871;0,00820327
379,9184968;0,00873433
380,135921;0,0090146
380,3533597;0,00837167
380,5708128;0,00832076
380,7882804;0,0080545
381,0057624;0,00743398
381,2232589;0,007155
381,4407698;0,00714915
381,6582952;0,00703935
381,875835;0,00666537
382,0933893;0,00681119
382,310958;0,0074199
382,5285411;0,00686721
382,7461386;0,0083565
382,9637506;0,00821821
383,181377;0,00916185
383,3990178;0,00880868
383,6166731;0,00907091
383,8343427;0,00925728
384,0520268;0,01043438
384,2697253;0,0095346
384,4874382;0,0100907
384,7051655;0,00908544
384,9229072;0,00966341
385,1406633;0,00930661
385,3584338;0,00884679
385,5762187;0,00853428
385,794018;0,00832802
386,0118317;0,00819272
386,2296598;0,00792684
386,4475022;0,00900601
386,665359;0,00867384
386,8832303;0,00987044
387,1011159;0,00987768
387,3190158;0,01005931
387,5369302;0,01034024
387,7548589;0,01052323
387,972802;0,01083868
388,1907594;0,01109668
388,4087312;0,0114574
388,6267174;0,01136173
388,8447179;0,01131008
389,0627328;0,01154268
389,280762;0,01133633
389,4988055;0,01144631
389,7168635;0,01097558
389,9349357;0,01064398
390,1530223;0,01041476
