Distance_(pixels),Gray_Value
0,6.153
1,6.178
2,6.263
3,6.254
4,6.339
5,6.297
6,6.347
7,6.415
8,6.288
9,6.449
10,6.551
11,6.364
12,6.593
13,6.466
14,6.542
15,6.619
16,6.602
17,6.873
18,6.703
19,6.729
20,6.822
21,7.127
22,6.754
23,7.008
24,7.102
25,7.059
26,6.881
27,6.771
28,7.051
29,7.203
30,7.000
31,7.136
32,7.127
33,7.136
34,7.153
35,7.085
36,6.924
37,7.000
38,7.008
39,6.873
40,6.915
41,6.890
42,6.797
43,6.907
44,6.907
45,6.856
46,6.678
47,6.788
48,6.720
49,6.669
50,6.534
51,6.331
52,6.576
53,6.602
54,6.271
55,6.229
56,6.008
57,6.068
58,6.076
59,5.898
60,5.898
61,5.831
62,5.788
63,5.686
64,5.500
65,5.441
66,5.381
67,5.432
68,5.322
69,5.314
70,5.186
71,4.958
72,4.941
73,4.763
74,4.805
75,4.754
76,4.644
77,4.559
78,4.636
79,4.610
80,4.339
81,4.280
82,4.407
83,4.347
84,4.186
85,4.195
86,4.144
87,4.051
88,4.169
89,4.059
90,3.975
91,4.059
92,3.847
93,3.737
94,3.941
95,3.983
96,3.924
97,3.780
98,3.720
99,3.856
100,3.720
101,3.831
102,3.771
103,3.788
104,3.780
105,3.653
106,3.712
107,3.839
108,3.805
109,3.712
110,3.873
111,3.746
112,4.025
113,3.847
114,3.873
115,3.771
116,3.763
117,3.763
118,3.839
119,3.805
120,3.729
121,3.814
122,3.890
123,3.890
124,3.941
125,3.839
126,3.661
127,3.822
128,3.847
129,3.975
130,3.881
131,3.907
132,3.881
133,3.949
134,3.890
135,3.822
136,3.881
137,3.797
138,3.881
139,3.958
140,3.847
141,3.780
142,3.822
143,4.034
144,3.924
145,3.847
146,3.958
147,3.966
148,3.839
149,3.695
150,3.754
151,3.907
152,4.025
153,3.695
154,3.780
155,3.746
156,3.737
157,3.737
158,3.542
159,3.585
160,3.466
161,3.737
162,3.500
163,3.585
164,3.729
165,3.508
166,3.432
167,3.517
168,3.458
169,3.653
170,3.517
171,3.305
172,3.390
173,3.424
174,3.458
175,3.212
176,3.373
177,3.381
178,3.305
179,3.229
180,3.246
181,3.263
182,3.186
183,3.322
184,3.008
185,3.203
186,3.025
187,3.127
188,3.102
189,3.144
190,3.034
191,3.017
192,2.822
193,2.941
194,2.992
195,2.975
196,2.822
197,2.890
198,2.822
199,2.746
200,2.958
201,2.831
202,2.966
203,2.924
204,2.873
205,3.051
206,2.898
207,3.017
208,3.136
209,3.144
210,3.059
211,3.110
212,3.229
213,3.144
214,3.237
215,3.305
216,3.297
217,3.500
218,3.432
219,3.771
220,3.729
