Distance_(pixels),Gray_Value
175,1.059
176,1.261
177,1.227
178,1.336
179,1.210
180,1.143
181,1.277
182,1.395
183,1.437
184,1.294
185,1.563
186,1.521
187,1.513
188,1.538
189,1.588
190,1.588
191,1.664
192,1.655
193,1.824
194,1.840
195,1.950
196,1.933
197,2.101
198,2.084
199,2.134
200,2.361
201,2.345
202,2.487
203,2.613
204,2.655
205,2.739
206,2.782
207,2.933
208,3.000
209,3.193
210,3.118
211,3.193
212,3.487
213,3.420
214,3.580
215,3.529
216,3.639
217,3.815
218,3.765
219,4.000
220,3.983
221,3.975
222,4.067
223,4.185
224,4.193
225,4.244
226,4.387
227,4.353
228,4.429
229,4.403
230,4.176
231,4.160
232,4.168
233,4.244
234,4.269
235,4.202
236,4.227
237,3.958
238,4.059
239,3.992
240,3.966
241,3.773
242,3.706
243,3.647
244,3.403
245,3.319
246,3.328
247,3.261
248,3.034
249,2.849
250,2.571
251,2.420
252,2.412
253,2.311
254,2.345
255,2.059
256,1.908
257,1.798
258,1.950
259,1.622
260,1.513
261,1.454
262,1.462
263,1.387
264,1.403
265,1.286
266,1.261
267,1.462
268,1.429
269,1.496
270,1.664
271,1.798
272,1.958
273,2.261
274,2.580
275,2.588
276,2.916
277,3.202
278,3.588
279,3.975
280,4.462
281,5.059
282,5.244
283,5.840
284,6.387
285,6.773
286,7.622
287,8.059
288,8.849
289,9.697
290,10.193
291,10.958
292,11.849
293,12.630
294,13.563
295,14.353
296,15.143
297,15.992
298,17.025
299,17.908
300,19.008
301,20.000
302,20.723
303,21.445
304,22.773
305,23.672
306,24.672
307,25.429
308,26.412
309,27.319
310,27.983
311,29.042
312,30.185
313,31.101
314,31.613
315,32.681
316,33.437
317,34.101
318,34.840
319,35.378
320,35.958
321,36.445
322,36.924
323,37.378
324,38.303
325,38.235
326,38.588
327,38.689
328,38.445
329,38.655
330,39.109
331,39.286
332,38.639
333,38.479
334,38.437
335,37.992
336,37.807
337,37.353
338,36.874
339,36.252
340,35.672
341,35.252
342,34.319
343,33.445
344,32.504
345,31.588
346,30.857
347,30.067
348,29.101
349,28.084
350,26.916
351,25.630
352,24.479
353,23.630
354,22.353
355,21.168
356,19.924
357,18.739
358,17.479
359,16.555
360,15.412
361,14.311
362,13.176
363,12.235
364,11.202
365,10.244
366,9.319
367,8.277
368,7.664
369,6.891
370,6.076
371,5.580
372,5.134
373,4.622
374,4.361
375,4.084
376,3.824
377,3.807
378,3.874
379,4.034
380,4.286
381,4.639
382,5.126
383,5.706
384,6.202
385,6.975
386,7.899
387,9.017
388,10.193
389,11.303
390,12.782
391,14.185
392,15.983
393,17.361
394,19.235
395,21.151
396,23.025
397,24.891
398,27.504
399,29.605
400,32.092
401,34.697
402,36.639
403,39.328
404,41.916
405,44.765
406,46.933
407,50.025
408,52.655
409,55.403
410,57.908
411,60.790
412,63.454
413,66.244
414,68.504
415,71.378
416,74.227
417,76.731
418,79.176
419,82.000
420,83.697
421,86.193
422,88.345
423,90.714
424,92.151
425,94.261
426,95.647
427,97.504
428,98.672
429,99.613
430,101.403
431,102.269
432,103.210
433,103.706
434,104.815
435,104.824
436,104.874
437,105.353
438,105.185
439,104.824
440,104.252
441,103.513
442,102.756
443,102.286
444,101.597
445,100.487
446,98.227
447,96.622
448,95.109
449,93.437
450,91.647
451,89.555
452,87.496
453,84.908
454,83.025
455,80.126
456,77.210
457,74.521
458,72.218
459,69.277
460,66.429
461,63.336
462,60.496
463,57.622
464,54.538
465,51.479
466,48.639
467,45.529
468,42.899
469,39.824
470,37.294
471,34.437
472,31.950
473,29.546
474,26.899
475,24.319
476,22.134
477,20.277
478,18.513
479,16.261
480,14.908
481,13.395
482,11.798
483,10.622
484,9.454
485,8.479
486,8.126
487,7.655
488,7.294
489,7.118
490,7.176
491,7.471
492,8.025
493,8.168
494,9.101
495,10.151
496,11.176
497,12.454
498,13.924
499,15.487
500,17.218
501,19.193
502,21.345
503,23.336
504,25.605
505,28.286
506,30.807
507,33.504
508,36.008
509,38.706
510,41.782
511,44.538
512,47.076
513,50.151
514,53.429
515,56.471
516,59.042
517,62.235
518,65.613
519,68.513
520,71.353
521,74.076
522,77.126
523,80.008
524,82.538
525,85.387
526,87.664
527,90.168
528,92.395
529,94.664
530,96.639
531,99.042
532,101.109
533,102.824
534,104.328
535,106.134
536,107.924
537,109.487
538,110.580
539,111.714
540,112.319
541,113.151
542,113.521
543,114.092
544,114.613
545,114.891
546,114.210
547,113.958
548,113.546
549,112.597
550,112.185
551,111.361
552,109.983
553,108.941
554,107.950
555,106.286
556,105.143
557,103.168
558,101.496
559,99.672
560,97.370
561,94.958
562,92.538
563,90.437
564,88.008
565,85.832
566,83.672
567,81.227
568,78.193
569,75.378
570,72.966
571,70.084
572,66.924
573,63.992
574,62.294
575,59.017
576,55.689
577,53.185
578,50.067
579,47.244
580,44.025
581,41.479
582,39.134
583,36.328
584,34.109
585,31.361
586,28.613
587,26.496
588,24.092
589,21.983
590,20.084
591,18.218
592,16.445
593,14.941
594,13.345
595,11.992
596,11.008
597,10.143
598,9.210
599,8.597
600,8.008
601,7.824
602,7.731
603,7.597
604,8.034
605,8.395
606,8.874
607,9.672
608,10.815
609,11.639
610,13.017
611,14.563
612,16.050
613,18.109
614,19.933
615,22.311
616,24.328
617,26.588
618,28.950
619,31.815
620,34.151
621,37.269
622,39.992
623,42.874
624,45.319
625,48.067
626,51.714
627,54.176
628,57.479
629,60.151
630,63.076
631,66.118
632,69.655
633,72.378
634,75.252
635,77.622
636,80.714
637,83.529
638,86.008
639,87.975
640,89.403
641,92.076
642,94.681
643,96.571
644,97.639
645,100.067
646,100.916
647,102.118
648,103.908
649,104.840
650,104.689
651,105.353
652,106.361
653,106.454
654,105.815
655,105.849
656,105.790
657,105.689
658,105.050
659,104.092
660,102.529
661,101.992
662,100.597
663,99.261
664,98.134
665,96.471
666,94.765
667,92.815
668,90.714
669,89.050
670,86.563
671,84.597
672,81.571
673,79.084
674,77.168
675,74.597
676,71.950
677,69.361
678,66.983
679,64.412
680,61.655
681,59.294
682,56.227
683,53.739
684,50.706
685,48.101
686,45.832
687,43.176
688,40.143
689,37.748
690,35.403
691,32.950
692,30.756
693,28.739
694,26.807
695,24.630
696,22.782
697,20.765
698,19.008
699,17.328
700,15.697
701,14.353
702,12.916
703,11.824
704,10.605
705,9.639
706,8.966
707,8.008
708,7.193
709,6.773
710,6.303
711,5.950
712,5.832
713,5.647
714,5.664
715,5.723
716,5.773
717,5.924
718,6.328
719,6.714
720,7.269
721,7.849
722,8.395
723,9.387
724,10.050
725,11.034
726,11.798
727,12.874
728,13.933
729,14.798
730,15.739
731,16.815
732,17.924
733,18.916
734,20.286
735,21.277
736,22.605
737,23.975
738,24.882
739,25.958
740,27.193
741,28.084
742,29.345
743,30.244
744,31.328
745,32.277
746,33.378
747,33.882
748,34.681
749,35.378
750,36.261
751,36.857
752,37.563
753,38.286
754,38.563
755,38.899
756,39.294
757,39.613
758,39.773
759,39.882
760,40.025
761,39.924
762,39.992
763,39.958
764,40.160
765,39.798
766,39.353
767,39.202
768,38.588
769,38.193
770,37.571
771,37.134
772,36.361
773,35.773
774,35.210
775,34.529
776,33.664
777,32.975
778,31.891
779,31.092
780,30.395
781,29.706
782,28.437
783,27.471
784,26.613
785,25.765
786,24.874
787,23.790
788,22.731
789,21.773
790,20.714
791,19.924
792,19.185
793,17.958
794,16.908
795,16.185
796,15.420
797,14.403
798,13.487
799,12.630
800,11.975
801,11.092
802,10.538
803,9.866
804,9.202
805,8.521
806,7.756
807,7.454
808,6.899
809,6.261
810,5.723
811,5.218
812,5.008
813,4.807
814,4.353
815,3.992
816,3.672
817,3.286
818,3.252
819,3.050
820,2.916
821,2.756
822,2.672
823,2.613
824,2.605
825,2.546
826,2.479
827,2.496
828,2.538
829,2.580
830,2.580
831,2.630
832,2.756
833,2.697
834,2.840
835,3.025
836,3.042
837,3.185
838,3.193
839,3.361
840,3.597
841,3.647
842,3.840
843,3.933
844,3.992
845,4.210
846,4.160
847,4.437
848,4.429
849,4.538
850,4.546
851,4.748
852,4.706
853,5.042
854,4.933
855,5.034
856,4.983
857,5.017
858,4.966
859,5.059
860,5.050
861,5.025
862,4.958
863,5.008
864,4.983
865,4.697
866,4.798
867,4.739
868,4.647
869,4.538
870,4.639
871,4.462
872,4.353
873,4.303
874,4.193
875,4.101
876,4.076
877,3.824
878,3.899
879,3.672
880,3.571
881,3.546
882,3.387
883,3.286
884,3.101
885,3.134
886,3.050
887,2.950
888,2.975
889,2.613
890,2.681
891,2.370
892,2.504
893,2.311
894,2.185
895,2.109
896,2.059
897,2.017
898,2.000
899,1.924
900,1.824
901,1.782
902,1.697
903,1.571
904,1.571
905,1.597
906,1.513
907,1.538
908,1.429
909,1.454
910,1.563
911,1.353
912,1.134
913,1.235
914,1.151
915,1.151
916,1.176
917,1.059
918,1.185
919,1.126
920,1.235
921,1.084
922,1.118
923,1.168
924,1.311
925,1.160
926,1.202
927,1.176
928,0.966
929,1.252
930,0.975
931,1.143
932,1.059
933,1.067
934,1.034
935,1.244
936,1.168
937,1.101
938,1.252
939,1.109
940,1.118
941,1.000
942,1.034
943,1.034
944,1.185
945,1.193
946,1.076
947,1.235
948,1.218
949,1.311
950,1.286
951,1.294
952,1.294
953,1.395
954,1.479
955,1.521
956,1.529
957,1.479
958,1.445
959,1.647
960,1.529
961,1.882
962,1.933
963,1.891
964,1.874
965,2.017
966,2.067
967,2.084
968,2.210
969,2.420
970,2.429
971,2.378
972,2.756
973,2.655
974,2.798
975,2.664
976,2.941
977,2.966
978,3.143
979,3.328
980,3.319
981,3.504
982,3.487
983,3.580
984,3.765
985,3.798
986,3.866
987,3.924
988,4.042
989,4.235
990,4.151
991,4.395
992,4.345
993,4.319
994,4.487
995,4.513
996,4.412
997,4.613
998,4.630
999,4.580
1000,4.588
1001,4.672
1002,4.571
1003,4.655
1004,4.773
1005,4.714
1006,4.714
1007,4.672
1008,4.714
1009,4.412
1010,4.454
1011,4.395
1012,4.353
1013,4.361
1014,4.277
1015,4.143
1016,4.050
1017,4.050
1018,3.840
1019,3.832
1020,3.790
1021,3.630
1022,3.630
1023,3.361
1024,3.244
1025,3.353
1026,3.134
1027,2.933
1028,3.000
1029,2.731
1030,2.672
1031,2.462
1032,2.303
1033,2.311
1034,2.160
1035,2.008
1036,1.916
1037,1.824
1038,1.672
1039,1.521
1040,1.748
1041,1.563
1042,1.395
1043,1.277
1044,1.294
1045,1.353
1046,1.227
1047,1.126
1048,1.126
1049,1.244
1050,1.134
1051,1.336
1052,1.210
1053,1.202
1054,1.311
1055,1.387
1056,1.454
1057,1.504
1058,1.513
1059,1.723
1060,1.723
1061,1.916
1062,2.000
1063,2.118
1064,2.202
1065,2.286
1066,2.445
1067,2.681
1068,2.714
1069,2.941
1070,3.109
1071,3.261
1072,3.345
1073,3.681
1074,3.739
1075,4.118
1076,4.076
1077,4.286
1078,4.504
1079,4.588
1080,4.647
1081,4.882
1082,5.176
1083,5.319
1084,5.395
1085,5.555
1086,5.697
1087,5.933
1088,6.109
1089,6.261
1090,6.664
1091,6.504
1092,6.563
1093,6.664
1094,6.588
1095,6.933
1096,7.076
1097,7.185
1098,7.126
1099,7.202
1100,7.235
1101,7.227
1102,7.328
1103,7.227
1104,7.403
1105,7.420
1106,7.303
1107,7.101
1108,7.261
1109,7.235
1110,7.176
1111,7.109
1112,6.857
1113,6.882
1114,6.815
1115,6.613
1116,6.471
1117,6.521
1118,6.261
1119,6.160
1120,5.933
1121,5.941
1122,5.706
1123,5.546
1124,5.378
1125,5.277
1126,4.975
1127,4.756
1128,4.765
1129,4.630
1130,4.462
1131,4.235
1132,4.151
1133,4.151
1134,3.689
1135,3.714
1136,3.429
1137,3.311
1138,3.084
1139,2.891
1140,3.059
1141,2.739
1142,2.563
1143,2.605
1144,2.185
1145,2.160
1146,2.126
1147,2.101
1148,1.924
1149,1.731
1150,1.655
1151,1.613
1152,1.521
1153,1.588
1154,1.597
1155,1.370
1156,1.387
1157,1.176
1158,1.378
1159,1.345
1160,1.345
1161,1.311
1162,1.227
1163,1.252
1164,1.319
1165,1.311
1166,1.101
1167,1.303
1168,1.261
1169,1.328
1170,1.277
1171,1.580
1172,1.504
1173,1.647
1174,1.605
1175,1.723
1176,1.613
1177,1.824
1178,1.941
1179,1.899
1180,2.025
1181,1.866
1182,1.975
1183,2.168
1184,2.168
1185,2.286
1186,2.244
1187,2.286
1188,2.420
1189,2.328
1190,2.521
1191,2.655
1192,2.588
1193,2.723
1194,2.580
1195,2.731
1196,2.798
1197,2.756
1198,2.723
1199,2.782
1200,2.857
1201,2.782
1202,3.025
1203,2.857
1204,2.891
1205,2.966
1206,2.840
1207,2.899
1208,2.807
1209,2.798
1210,2.832
1211,2.723
1212,2.731
1213,2.807
1214,2.723
1215,2.563
1216,2.479
1217,2.622
1218,2.563
1219,2.630
1220,2.471
1221,2.454
1222,2.370
1223,2.303
1224,2.252
1225,2.277
1226,2.244
1227,2.168
1228,2.101
1229,2.218
1230,2.176
1231,2.008
1232,2.118
1233,1.874
1234,1.958
1235,1.807
1236,1.689
1237,1.664
1238,1.639
1239,1.571
1240,1.748
1241,1.681
1242,1.504
1243,1.429
1244,1.387
1245,1.277
1246,1.277
1247,1.412
1248,1.429
1249,1.261
1250,1.336
1251,1.303
1252,1.235
1253,1.143
1254,1.218
1255,1.261
1256,1.210
1257,1.193
1258,1.034
1259,0.933
1260,1.092
1261,1.017
1262,1.168
1263,1.050
1264,0.983
1265,0.950
1266,0.950
1267,1.008
1268,0.908
1269,0.966
1270,1.059
1271,1.126
1272,1.109
1273,0.958
1274,0.966
1275,1.126
1276,0.992
1277,0.950
1278,1.084
1279,0.933
