Distance_(pixels),Gray_Value
0,6.647
1,6.538
2,6.487
3,6.319
4,6.185
5,6.042
6,5.723
7,5.529
8,5.454
9,5.202
10,5.126
11,4.899
12,4.782
13,4.639
14,4.462
15,4.244
16,3.924
17,3.983
18,3.748
19,3.597
20,3.378
21,3.387
22,2.983
23,3.025
24,2.706
25,2.647
26,2.454
27,2.269
28,2.160
29,2.151
30,2.017
31,2.050
32,1.874
33,1.782
34,1.647
35,1.630
36,1.403
37,1.361
38,1.429
39,1.294
40,1.202
41,1.261
42,1.218
43,1.294
44,1.336
45,1.336
46,1.395
47,1.437
48,1.387
49,1.605
50,1.571
51,1.479
52,1.933
53,1.933
54,1.832
55,1.916
56,1.958
57,2.118
58,2.294
59,2.328
60,2.471
61,2.454
62,2.630
63,2.756
64,2.790
65,3.050
66,3.101
67,3.311
68,3.218
69,3.748
70,3.681
71,3.832
72,3.866
73,3.815
74,4.008
75,4.059
76,4.076
77,4.176
78,4.437
79,4.504
80,4.395
81,4.487
82,4.563
83,4.588
84,4.622
85,4.504
86,4.647
87,4.697
88,4.798
89,4.723
90,4.647
91,4.714
92,4.630
93,4.580
94,4.630
95,4.555
96,4.672
97,4.504
98,4.403
99,4.471
100,4.336
101,4.269
102,4.235
103,4.235
104,4.059
105,3.874
106,3.916
107,3.916
108,3.672
109,3.521
110,3.479
111,3.387
112,3.429
113,3.311
114,3.210
115,2.882
116,2.908
117,2.739
118,2.613
119,2.538
120,2.395
121,2.420
122,2.387
123,2.252
124,2.176
125,2.109
126,1.790
127,1.908
128,1.857
129,1.882
130,1.714
131,1.681
132,1.504
133,1.538
134,1.361
135,1.345
136,1.429
137,1.286
138,1.235
139,1.227
140,1.202
141,1.084
142,1.109
143,1.218
144,1.176
145,1.118
146,1.151
147,1.176
148,1.092
149,0.950
150,0.891
151,1.042
152,1.210
153,0.950
154,0.975
155,1.084
156,0.924
157,1.008
158,0.882
159,0.983
160,0.866
161,1.126
162,0.891
163,1.067
164,1.176
165,0.992
166,1.025
167,1.076
168,1.008
169,1.168
170,1.059
171,0.983
172,1.000
173,1.143
174,1.118
