Distance_(pixels),Gray_Value
335,40.888
336,40.871
337,40.957
338,40.612
339,40.664
340,40.543
341,40.362
342,40.138
343,39.922
344,39.500
345,39.603
346,39.509
347,39.155
348,39.267
349,38.897
350,38.526
351,38.095
352,37.819
353,37.707
354,37.526
355,37.207
356,36.991
357,36.569
358,36.543
359,36.345
360,36.397
361,36.345
362,35.888
363,36.009
364,35.552
365,35.690
366,35.517
367,35.500
368,36.103
369,36.026
370,35.966
371,36.233
372,36.578
373,36.638
374,37.284
375,37.474
376,38.216
377,38.440
378,38.931
379,39.629
380,39.931
381,40.569
382,41.440
383,42.155
384,42.698
385,43.845
386,44.931
387,46.086
388,46.888
389,47.784
390,49.466
391,50.690
392,51.655
393,52.681
394,54.276
395,55.664
396,56.897
397,58.474
398,60.034
399,61.345
400,63.181
401,64.940
402,66.026
403,67.233
404,69.647
405,71.379
406,72.681
407,74.147
408,76.060
409,77.500
410,79.388
411,81.052
412,82.543
413,84.276
414,85.784
415,87.612
416,89.440
417,90.784
418,92.500
419,94.371
420,95.086
421,96.457
422,98.431
423,99.655
424,101.250
425,102.233
426,102.793
427,104.509
428,105.526
429,106.259
430,107.716
431,108.388
432,109.181
433,109.526
434,110.681
435,110.638
436,111.319
437,111.810
438,112.328
439,112.767
440,112.147
441,112.534
442,112.828
443,113.224
444,113.181
445,113.638
446,112.103
447,112.250
448,111.767
449,111.440
450,110.698
451,110.388
452,109.836
453,109.069
454,108.379
455,107.526
456,106.629
457,105.224
458,104.750
459,103.216
460,102.190
461,100.931
462,99.810
463,98.879
464,97.845
465,96.543
466,95.509
467,93.888
468,92.845
469,91.586
470,90.172
471,88.879
472,87.362
473,86.017
474,84.862
475,83.750
476,82.517
477,81.784
478,80.707
479,79.336
480,78.724
481,78.034
482,76.422
483,75.414
484,74.267
485,73.569
486,73.138
487,72.543
488,71.707
489,71.181
490,70.379
491,70.371
492,69.940
493,69.862
494,70.078
495,70.121
496,69.862
497,69.672
498,70.034
499,70.224
500,70.862
501,71.060
502,71.552
503,72.224
504,72.664
505,74.052
506,74.595
507,75.931
508,76.216
509,77.121
510,78.595
511,79.569
512,80.862
513,81.681
514,84.164
515,84.578
516,85.871
517,87.578
518,89.448
519,90.534
520,92.250
521,94.276
522,95.966
523,97.810
524,99.138
525,100.517
526,102.147
527,103.836
528,105.543
529,107.216
530,108.655
531,110.129
532,111.767
533,113.017
534,114.802
535,116.207
536,117.914
537,119.181
538,120.457
539,121.190
540,122.121
541,123.293
542,124.612
543,124.819
544,125.871
545,126.905
546,127.302
547,127.647
548,127.724
549,127.724
550,128.655
551,128.319
552,127.612
553,128.319
554,127.836
555,127.543
556,127.440
557,126.664
558,126.362
559,125.405
560,124.853
561,124.440
562,123.103
563,121.784
564,120.716
565,119.672
566,118.974
567,118.155
568,116.284
569,114.526
570,113.595
571,112.129
572,110.534
573,108.431
574,108.181
575,106.353
576,103.741
577,102.250
578,101.310
579,99.302
580,96.957
581,95.638
582,94.578
583,92.534
584,91.638
585,89.871
586,87.879
587,86.405
588,85.164
589,83.172
590,82.845
591,81.319
592,79.198
593,78.569
594,77.147
595,76.060
596,75.466
597,74.543
598,73.690
599,72.819
600,72.052
601,71.509
602,71.233
603,70.155
604,70.181
605,70.224
606,69.595
607,69.026
608,69.181
609,69.422
610,69.405
611,69.759
612,69.897
613,70.086
614,70.879
615,71.112
616,71.578
617,72.147
618,73.000
619,73.897
620,74.319
621,75.483
622,76.388
623,77.121
624,77.198
625,78.440
626,79.845
627,80.991
628,82.250
629,83.647
630,84.267
631,85.922
632,87.414
633,88.621
634,89.586
635,90.897
636,92.862
637,93.991
638,95.664
639,96.353
640,96.578
641,98.603
642,100.586
643,101.733
644,102.509
645,104.095
646,104.664
647,105.948
648,107.741
649,108.629
650,109.103
651,109.879
652,111.379
653,111.776
654,112.147
655,112.897
656,113.466
657,113.862
658,114.828
659,114.940
660,114.509
661,115.009
662,114.966
663,114.457
664,114.784
665,114.690
666,114.526
667,113.922
668,113.698
669,113.069
670,112.336
671,111.629
672,110.293
673,109.784
674,108.793
675,108.069
676,106.629
677,104.931
678,104.353
679,103.267
680,102.009
681,100.310
682,98.862
683,97.310
684,94.905
685,93.586
686,92.302
687,90.974
688,88.241
689,86.759
690,85.069
691,83.259
692,81.052
693,79.741
694,78.612
695,75.871
696,74.026
697,72.431
698,70.595
699,68.819
700,67.190
701,65.397
702,62.905
703,61.422
704,59.828
705,58.164
706,56.845
707,55.043
708,53.733
709,52.078
710,51.034
711,49.517
712,47.991
713,47.000
714,45.578
715,44.552
716,43.017
717,42.086
718,41.164
719,40.259
720,39.448
721,38.966
722,38.034
723,37.276
724,36.931
725,36.543
726,35.966
727,36.017
728,35.534
729,35.345
730,35.069
731,34.802
732,34.112
733,34.345
734,34.224
735,34.457
736,34.655
737,34.922
738,34.828
739,35.000
740,34.966
741,35.009
742,35.422
743,35.716
744,36.026
745,36.319
746,36.845
747,37.422
748,37.491
749,37.810
750,37.974
751,38.819
752,38.931
753,39.431
754,39.250
755,40.147
756,40.457
757,40.862
758,41.172
759,41.491
760,41.750
761,41.759
762,42.259
763,42.328
764,42.759
765,43.379
766,43.155
767,43.353
768,43.379
769,43.526
770,43.560
771,43.233
772,43.440
773,43.060
774,43.336
775,42.879
776,42.802
777,42.784
778,42.422
779,41.922
780,42.086
781,41.690
782,41.026
783,40.552
784,40.207
785,40.034
786,39.517
787,38.638
788,37.974
789,37.810
790,36.853
791,36.681
792,35.776
793,35.112
794,34.362
795,33.612
796,33.310
797,32.517
798,31.595
799,30.655
800,29.948
801,29.414
802,28.862
803,28.000
804,27.284
805,26.224
806,25.647
807,25.052
808,23.957
809,23.190
810,22.422
811,21.517
812,21.026
813,20.526
814,19.534
815,18.888
816,18.026
817,17.345
818,16.560
819,16.103
820,15.569
821,14.897
822,14.397
823,13.724
824,13.190
825,12.517
826,12.112
827,11.500
828,10.991
829,10.733
830,10.181
831,9.828
832,9.483
833,9.000
834,8.836
835,8.345
836,8.138
837,7.948
838,7.284
839,7.172
840,6.897
841,6.707
842,6.690
843,6.371
844,6.086
845,6.181
846,5.862
847,5.836
848,5.629
849,5.491
850,5.526
851,5.422
852,5.224
853,5.379
854,5.319
855,5.310
856,5.284
857,5.129
858,5.043
859,5.060
860,4.966
861,4.983
862,4.871
863,5.129
864,5.009
865,4.759
866,5.034
867,4.940
868,4.914
869,4.879
870,4.871
871,4.871
872,4.905
873,4.931
874,5.034
875,4.948
876,5.000
877,4.853
878,4.966
879,4.871
880,4.931
881,4.828
882,4.716
883,4.716
884,4.586
885,4.681
886,4.681
887,4.621
888,4.690
889,4.431
890,4.457
891,4.216
892,4.388
893,4.267
894,3.974
895,4.034
896,3.931
897,3.836
898,3.793
899,3.767
900,3.716
901,3.534
902,3.414
903,3.267
904,3.216
905,3.302
906,3.026
907,3.000
908,2.845
909,2.871
910,2.897
911,2.716
912,2.560
913,2.483
914,2.371
915,2.336
916,2.267
917,2.250
918,2.259
919,2.121
920,2.250
921,2.043
922,1.888
923,2.026
924,2.043
925,1.853
926,1.879
927,1.776
928,1.767
929,1.819
930,1.621
931,1.672
932,1.578
933,1.707
934,1.578
935,1.750
936,1.793
937,1.845
938,1.776
939,1.716
940,1.733
941,1.716
942,1.784
943,1.853
944,2.017
945,1.836
946,1.897
947,2.026
948,2.034
949,2.121
950,2.052
951,2.112
952,2.336
953,2.388
954,2.388
955,2.457
956,2.466
957,2.483
958,2.500
959,2.733
960,2.466
961,2.922
962,2.974
963,2.922
964,2.931
965,3.034
966,3.103
967,3.069
968,3.164
969,3.448
970,3.500
971,3.379
972,3.638
973,3.500
974,3.707
975,3.595
976,3.750
977,3.664
978,3.862
979,3.966
980,3.922
981,4.164
982,4.103
983,4.052
984,4.198
985,4.198
986,4.138
987,4.284
988,4.276
989,4.457
990,4.276
991,4.500
992,4.483
993,4.509
994,4.603
995,4.621
996,4.474
997,4.552
998,4.552
999,4.526
1000,4.569
1001,4.629
1002,4.595
1003,4.638
1004,4.784
1005,4.836
1006,4.741
1007,4.810
1008,4.888
1009,4.578
1010,4.698
1011,4.621
1012,4.724
1013,4.741
1014,4.681
1015,4.552
1016,4.603
1017,4.647
1018,4.560
1019,4.638
1020,4.647
1021,4.586
1022,4.612
1023,4.526
1024,4.483
1025,4.560
1026,4.578
1027,4.664
1028,4.569
1029,4.336
1030,4.422
1031,4.345
1032,4.241
1033,4.319
1034,4.267
1035,4.233
1036,4.224
1037,4.129
1038,4.138
1039,4.052
1040,4.224
1041,4.190
1042,4.043
1043,3.931
1044,3.983
1045,4.207
1046,4.172
1047,3.974
1048,4.069
1049,4.190
1050,4.060
1051,4.216
1052,4.207
1053,4.267
1054,4.284
1055,4.302
1056,4.276
1057,4.250
1058,4.276
1059,4.371
1060,4.500
1061,4.526
1062,4.621
1063,4.500
1064,4.741
1065,4.603
1066,4.724
1067,4.905
1068,4.931
1069,5.121
1070,5.017
1071,5.259
1072,5.112
1073,5.328
1074,5.422
1075,5.422
1076,5.397
1077,5.767
1078,5.690
1079,5.741
1080,5.716
1081,5.879
1082,6.164
1083,6.086
1084,6.069
1085,6.241
1086,6.328
1087,6.302
1088,6.681
1089,6.595
1090,6.879
1091,6.750
1092,7.009
1093,7.147
1094,6.871
1095,7.190
1096,7.250
1097,7.552
1098,7.431
1099,7.371
1100,7.345
1101,7.466
1102,7.560
1103,7.569
1104,7.612
1105,7.707
1106,7.741
1107,7.638
1108,7.716
1109,7.672
1110,7.707
1111,7.836
1112,7.681
1113,7.621
1114,7.672
1115,7.759
1116,7.578
1117,7.672
1118,7.595
1119,7.569
1120,7.560
1121,7.560
1122,7.353
1123,7.293
1124,7.207
1125,7.310
1126,7.138
1127,6.974
1128,6.879
1129,6.793
1130,6.741
1131,6.707
1132,6.690
1133,6.690
1134,6.250
1135,6.448
1136,6.241
1137,6.241
1138,6.017
1139,5.922
1140,5.966
1141,5.810
1142,5.560
1143,5.552
1144,5.224
1145,5.276
1146,5.379
1147,5.095
1148,5.069
1149,4.914
1150,4.595
1151,4.724
1152,4.448
1153,4.474
1154,4.483
1155,4.233
1156,4.241
1157,3.888
1158,4.009
1159,3.957
1160,3.853
1161,3.621
1162,3.690
1163,3.629
1164,3.517
1165,3.388
1166,3.198
1167,3.224
1168,3.086
1169,3.121
1170,3.034
1171,3.009
1172,2.871
1173,2.957
1174,2.871
1175,2.914
1176,2.733
1177,2.741
1178,2.853
1179,2.724
1180,2.698
1181,2.603
1182,2.560
1183,2.638
1184,2.612
1185,2.690
1186,2.578
1187,2.543
1188,2.655
1189,2.534
1190,2.603
1191,2.681
1192,2.603
1193,2.716
1194,2.612
1195,2.612
1196,2.741
1197,2.672
1198,2.603
1199,2.767
1200,2.741
1201,2.698
1202,2.974
1203,2.793
1204,2.716
1205,2.845
1206,2.802
1207,2.690
1208,2.871
1209,2.802
1210,2.767
1211,2.810
1212,2.888
1213,2.991
1214,2.716
1215,2.793
1216,2.793
1217,2.810
1218,2.922
1219,2.914
1220,2.983
1221,2.879
1222,2.836
1223,2.828
1224,2.836
1225,2.862
1226,2.828
1227,2.776
1228,2.819
1229,2.733
1230,2.828
1231,2.784
1232,2.733
1233,2.560
1234,2.578
1235,2.560
1236,2.379
1237,2.379
1238,2.431
1239,2.284
1240,2.500
1241,2.517
1242,2.310
1243,2.302
1244,2.302
1245,2.172
1246,2.078
1247,2.172
1248,2.362
1249,2.060
1250,2.017
1251,2.069
1252,1.905
1253,1.888
1254,1.897
1255,1.888
1256,1.793
1257,1.698
1258,1.690
1259,1.595
1260,1.698
1261,1.500
1262,1.629
1263,1.672
1264,1.414
1265,1.379
1266,1.405
1267,1.405
1268,1.371
1269,1.310
1270,1.388
1271,1.474
1272,1.353
1273,1.267
1274,1.302
1275,1.216
1276,1.233
1277,1.147
1278,1.267
1279,1.069
