 1,-2.89E-02,-2.08E00
 2,-2.88E-02,-2.24E00
 3,-2.87E-02,-2.24E00
 4,-2.86E-02,-2.48E00
 5,-2.85E-02,-2.32E00
 6,-2.84E-02,-2.56E00
 7,-2.83E-02,-2.56E00
 8,-2.82E-02,-2.72E00
 9,-2.81E-02,-2.64E00
 10,-2.80E-02,-2.88E00
 11,-2.79E-02,-2.88E00
 12,-2.78E-02,-2.96E00
 13,-2.77E-02,-2.96E00
 14,-2.76E-02,-3.04E00
 15,-2.75E-02,-3.04E00
 16,-2.74E-02,-3.12E00
 17,-2.73E-02,-3.12E00
 18,-2.72E-02,-3.28E00
 19,-2.71E-02,-3.20E00
 20,-2.70E-02,-3.28E00
 21,-2.69E-02,-3.28E00
 22,-2.68E-02,-3.28E00
 23,-2.67E-02,-3.28E00
 24,-2.66E-02,-3.44E00
 25,-2.65E-02,-3.36E00
 26,-2.64E-02,-3.44E00
 27,-2.63E-02,-3.44E00
 28,-2.62E-02,-3.36E00
 29,-2.61E-02,-3.44E00
 30,-2.60E-02,-3.36E00
 31,-2.59E-02,-3.44E00
 32,-2.58E-02,-3.28E00
 33,-2.57E-02,-3.36E00
 34,-2.56E-02,-3.28E00
 35,-2.55E-02,-3.28E00
 36,-2.54E-02,-3.28E00
 37,-2.53E-02,-3.20E00
 38,-2.52E-02,-3.28E00
 39,-2.51E-02,-3.20E00
 40,-2.50E-02,-3.12E00
 41,-2.49E-02,-3.12E00
 42,-2.48E-02,-2.96E00
 43,-2.47E-02,-2.96E00
 44,-2.46E-02,-2.88E00
 45,-2.45E-02,-2.88E00
 46,-2.44E-02,-2.80E00
 47,-2.43E-02,-2.80E00
 48,-2.42E-02,-2.64E00
 49,-2.41E-02,-2.64E00
 50,-2.40E-02,-2.48E00
 51,-2.39E-02,-2.56E00
 52,-2.38E-02,-2.32E00
 53,-2.37E-02,-2.32E00
 54,-2.36E-02,-2.16E00
 55,-2.35E-02,-2.16E00
 56,-2.34E-02,-2.00E00
 57,-2.33E-02,-2.00E00
 58,-2.32E-02,-1.84E00
 59,-2.31E-02,-1.84E00
 60,-2.30E-02,-1.60E00
 61,-2.29E-02,-1.68E00
 62,-2.28E-02,-1.44E00
 63,-2.27E-02,-1.36E00
 64,-2.26E-02,-1.20E00
 65,-2.25E-02,-1.20E00
 66,-2.24E-02,-1.04E00
 67,-2.23E-02,-1.04E00
 68,-2.22E-02,-8.80E-01
 69,-2.21E-02,-8.80E-01
 70,-2.20E-02,-5.60E-01
 71,-2.19E-02,-5.60E-01
 72,-2.18E-02,-4.00E-01
 73,-2.17E-02,-4.00E-01
 74,-2.16E-02,-1.60E-01
 75,-2.15E-02,-1.60E-01
 76,-2.14E-02,0.00E00
 77,-2.13E-02,0.00E00
 78,-2.12E-02,1.60E-01
 79,-2.11E-02,2.40E-01
 80,-2.10E-02,4.00E-01
 81,-2.09E-02,4.80E-01
 82,-2.08E-02,6.40E-01
 83,-2.07E-02,6.40E-01
 84,-2.06E-02,8.80E-01
 85,-2.05E-02,8.80E-01
 86,-2.04E-02,1.12E+00
 87,-2.03E-02,1.12E+00
 88,-2.02E-02,1.28E+00
 89,-2.01E-02,1.28E+00
 90,-2.00E-02,1.52E+00
 91,-1.99E-02,1.52E+00
 92,-1.98E-02,1.68E+00
 93,-1.97E-02,1.76E+00
 94,-1.96E-02,1.92E+00
 95,-1.95E-02,1.92E+00
 96,-1.94E-02,2.08E+00
 97,-1.93E-02,2.08E+00
 98,-1.92E-02,2.24E+00
 99,-1.91E-02,2.24E+00
 100,-1.90E-02,2.40E+00
 101,-1.89E-02,2.40E+00
 102,-1.88E-02,2.64E+00
 103,-1.87E-02,2.56E+00
 104,-1.86E-02,2.72E+00
 105,-1.85E-02,2.72E+00
 106,-1.84E-02,2.88E+00
 107,-1.83E-02,2.88E+00
 108,-1.82E-02,3.04E+00
 109,-1.81E-02,3.04E+00
 110,-1.80E-02,3.12E+00
 111,-1.79E-02,3.12E+00
 112,-1.78E-02,3.20E+00
 113,-1.77E-02,3.20E+00
 114,-1.76E-02,3.28E+00
 115,-1.75E-02,3.28E+00
 116,-1.74E-02,3.36E+00
 117,-1.73E-02,3.44E+00
 118,-1.72E-02,3.36E+00
 119,-1.71E-02,3.44E+00
 120,-1.70E-02,3.52E+00
 121,-1.69E-02,3.52E+00
 122,-1.68E-02,3.44E+00
 123,-1.67E-02,3.52E+00
 124,-1.66E-02,3.60E+00
 125,-1.65E-02,3.60E+00
 126,-1.64E-02,3.52E+00
 127,-1.63E-02,3.60E+00
 128,-1.62E-02,3.52E+00
 129,-1.61E-02,3.52E+00
 130,-1.60E-02,3.44E+00
 131,-1.59E-02,3.52E+00
 132,-1.58E-02,3.44E+00
 133,-1.57E-02,3.52E+00
 134,-1.56E-02,3.36E+00
 135,-1.55E-02,3.36E+00
 136,-1.54E-02,3.44E+00
 137,-1.53E-02,3.36E+00
 138,-1.52E-02,3.20E+00
 139,-1.51E-02,3.20E+00
 140,-1.50E-02,3.20E+00
 141,-1.49E-02,3.20E+00
 142,-1.48E-02,3.04E+00
 143,-1.47E-02,3.04E+00
 144,-1.46E-02,3.12E+00
 145,-1.45E-02,3.04E+00
 146,-1.44E-02,2.80E+00
 147,-1.43E-02,2.80E+00
 148,-1.42E-02,2.72E+00
 149,-1.41E-02,2.72E+00
 150,-1.40E-02,2.56E+00
 151,-1.39E-02,2.56E+00
 152,-1.38E-02,2.40E+00
 153,-1.37E-02,2.40E+00
 154,-1.36E-02,2.16E+00
 155,-1.35E-02,2.16E+00
 156,-1.34E-02,2.08E+00
 157,-1.33E-02,2.08E+00
 158,-1.32E-02,1.84E+00
 159,-1.31E-02,1.84E+00
 160,-1.30E-02,1.60E+00
 161,-1.29E-02,1.60E+00
 162,-1.28E-02,1.44E+00
 163,-1.27E-02,1.44E+00
 164,-1.26E-02,1.20E+00
 165,-1.25E-02,1.20E+00
 166,-1.24E-02,9.60E-01
 167,-1.23E-02,9.60E-01
 168,-1.22E-02,8.00E-01
 169,-1.21E-02,8.00E-01
 170,-1.20E-02,5.60E-01
 171,-1.19E-02,5.60E-01
 172,-1.18E-02,3.20E-01
 173,-1.17E-02,3.20E-01
 174,-1.16E-02,1.60E-01
 175,-1.15E-02,1.60E-01
 176,-1.14E-02,-8.00E-02
 177,-1.13E-02,-8.00E-02
 178,-1.12E-02,-2.40E-01
 179,-1.11E-02,-2.40E-01
 180,-1.10E-02,-4.00E-01
 181,-1.09E-02,-4.00E-01
 182,-1.08E-02,-7.20E-01
 183,-1.07E-02,-6.40E-01
 184,-1.06E-02,-8.80E-01
